dataset,series,seed,method,alpha,selected_alpha,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
AIOPS,05f10d3a-239c-3bef-9bdc-a2feeb0037aa,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.006661,0.977046,0.971230,0.982932,0.042958,0.876494,0.791367,0.982143,0.042958
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.008084,0.979310,0.959459,1.000000,0.422427,0.888889,0.888889,0.888889,0.520603
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.004247,0.878840,0.959032,0.811024,0.064521,0.810811,0.773196,0.852273,0.064521
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.023454,0.942857,0.925234,0.961165,0.268514,0.822222,0.787234,0.860465,0.287610
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.012687,0.769066,0.780978,0.757512,0.088446,0.842640,0.902174,0.790476,0.174366
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,110693,0.008483,0.941758,0.972758,0.912673,0.131164,0.742857,0.792683,0.698925,0.140407
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.027035,0.987384,0.986278,0.988493,0.140027,0.938882,0.945026,0.932817,0.183147
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.023044,0.987765,0.992029,0.983536,0.056587,0.728814,0.641791,0.843137,0.056587
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,8927,0.012434,0.804348,0.672727,1.000000,0.059497,0.444444,1.000000,0.285714,0.224281
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.040889,0.980902,0.974802,0.987079,0.114032,0.846667,0.863946,0.830065,0.147066
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131784,0.000349,1.000000,1.000000,1.000000,0.474760,1.000000,1.000000,1.000000,0.474760
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.022459,0.894703,0.861929,0.930068,0.050801,0.480000,1.000000,0.315789,0.374674
AIOPS,6d1114ae-be04-3c46-b5aa-be1a003a57cd,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005089,0.726208,0.819835,0.651774,0.090459,0.745562,0.750000,0.741176,0.122183
AIOPS,6efa3a07-4544-34a0-b921-a155bd1a05e8,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.035472,0.824206,0.798832,0.851244,0.093939,0.344464,0.375479,0.318182,0.187660
AIOPS,7103fa0f-cac4-314f-addc-866190247439,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131789,0.000516,0.828125,0.883333,0.779412,0.158018,0.739130,0.708333,0.772727,0.158018
AIOPS,847e8ecc-f8d2-3a93-9107-f367a0aab37d,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005297,0.936849,0.910608,0.964646,0.028593,0.795812,0.817204,0.775510,0.043083
AIOPS,8723f0fb-eaef-32e6-b372-6034c9c04b80,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005431,0.849616,0.766337,0.953202,0.092714,0.688525,0.750000,0.636364,0.137158
AIOPS,9c639a46-34c8-39bc-aaf0-9144b37adfc8,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,110693,0.008935,0.891835,0.937570,0.850354,0.101116,0.638298,0.675676,0.604839,0.108965
AIOPS,a07ac296-de40-3a7c-8df3-91f642cc14d0,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,111364,0.020294,0.828153,0.987140,0.713274,0.133617,0.654206,0.769231,0.569106,0.133617
AIOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,8927,0.014451,0.917355,0.982301,0.860465,0.401406,0.875000,0.875000,0.875000,0.401406
AIOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,12474,0.028700,0.654867,0.893720,0.516760,0.150836,0.777778,0.913043,0.677419,0.216132
AIOPS,adb2fde9-8589-3f5b-a410-5fe14386c7af,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.011323,0.768498,0.624032,1.000000,0.076356,0.847059,0.824427,0.870968,0.124933
AIOPS,ba5f3328-9f3f-3ff5-a683-84437d16d554,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.045484,0.986098,0.997293,0.975151,0.142731,0.888889,0.898876,0.879121,0.142731
AIOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.006945,0.991870,0.983871,1.000000,0.290129,0.933333,0.875000,1.000000,0.290129
AIOPS,c69a50cf-ee03-3bd7-831e-407d36c7ee91,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.004708,0.898420,0.955200,0.848011,0.053507,0.822917,0.831579,0.814433,0.062092
AIOPS,da10a69f-d836-3baa-ad40-3e548ecf1fbd,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,107999,0.081880,0.812264,0.881000,0.753477,0.061432,0.594771,0.722222,0.505556,0.122473
AIOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.013207,0.983051,0.966667,1.000000,0.270819,0.882353,0.789474,1.000000,0.270819
AIOPS,f0932edd-6400-3e63-9559-0a9860a1baa9,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.024698,0.972956,0.978856,0.967127,0.045468,0.732283,0.673913,0.801724,0.049160
AIOPS,ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.024895,0.980308,0.989748,0.971045,0.045629,0.694915,0.630769,0.773585,0.051607
AIOPS,05f10d3a-239c-3bef-9bdc-a2feeb0037aa,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.006661,0.976559,0.970268,0.982932,0.041142,0.873016,0.785714,0.982143,0.041142
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.008084,0.965986,0.934211,1.000000,0.443778,0.842105,0.800000,0.888889,0.491734
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.004247,0.880342,0.962617,0.811024,0.062321,0.819672,0.789474,0.852273,0.062321
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.023454,0.938389,0.916667,0.961165,0.247721,0.818182,0.800000,0.837209,0.277884
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.012687,0.754331,0.751176,0.757512,0.082466,0.845771,0.885417,0.809524,0.175014
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,110693,0.008483,0.938865,0.963046,0.915868,0.123741,0.736842,0.807692,0.677419,0.152553
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.027035,0.986607,0.980860,0.992422,0.124073,0.936010,0.909756,0.963824,0.153996
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.023044,0.987124,0.989738,0.984524,0.052022,0.715596,0.672414,0.764706,0.058220
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,8927,0.012434,0.798561,0.664671,1.000000,0.057176,0.444444,1.000000,0.285714,0.228166
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.040889,0.985869,0.984663,0.987079,0.115160,0.831081,0.860140,0.803922,0.146372
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131784,0.000349,1.000000,1.000000,1.000000,0.502165,1.000000,1.000000,1.000000,0.502165
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.022459,0.872307,0.821301,0.930068,0.044866,0.480000,1.000000,0.315789,0.393960
AIOPS,6d1114ae-be04-3c46-b5aa-be1a003a57cd,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005089,0.726208,0.819835,0.651774,0.082966,0.738854,0.805556,0.682353,0.122410
AIOPS,6efa3a07-4544-34a0-b921-a155bd1a05e8,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.035472,0.832375,0.773729,0.900641,0.077174,0.337580,0.331250,0.344156,0.160551
AIOPS,7103fa0f-cac4-314f-addc-866190247439,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131789,0.000516,0.828125,0.883333,0.779412,0.153640,0.739130,0.708333,0.772727,0.153640
AIOPS,847e8ecc-f8d2-3a93-9107-f367a0aab37d,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005297,0.939729,0.916067,0.964646,0.028193,0.791667,0.808511,0.775510,0.040878
AIOPS,8723f0fb-eaef-32e6-b372-6034c9c04b80,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005431,0.853552,0.767191,0.961823,0.085685,0.701031,0.715789,0.686869,0.125143
AIOPS,9c639a46-34c8-39bc-aaf0-9144b37adfc8,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,110693,0.008935,0.888412,0.946286,0.837209,0.108245,0.638298,0.675676,0.604839,0.113262
AIOPS,a07ac296-de40-3a7c-8df3-91f642cc14d0,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,111364,0.020294,0.829455,0.982435,0.717699,0.124417,0.648148,0.752688,0.569106,0.127263
AIOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,8927,0.014451,0.917355,0.982301,0.860465,0.383379,0.875000,0.875000,0.875000,0.383379
AIOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,12474,0.028700,0.649123,0.872642,0.516760,0.120324,0.766667,0.793103,0.741935,0.160013
AIOPS,adb2fde9-8589-3f5b-a410-5fe14386c7af,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.011323,0.809467,0.679920,1.000000,0.075190,0.858268,0.838462,0.879032,0.127379
AIOPS,ba5f3328-9f3f-3ff5-a683-84437d16d554,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.045484,0.986548,0.991826,0.981326,0.113335,0.882192,0.879781,0.884615,0.127157
AIOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.006945,0.991870,0.983871,1.000000,0.301383,0.933333,0.875000,1.000000,0.301383
AIOPS,c69a50cf-ee03-3bd7-831e-407d36c7ee91,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.004708,0.893713,0.944620,0.848011,0.048947,0.826531,0.818182,0.835052,0.057023
AIOPS,da10a69f-d836-3baa-ad40-3e548ecf1fbd,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,107999,0.081880,0.817912,0.902662,0.747710,0.063726,0.579439,0.659574,0.516667,0.113957
AIOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.013207,0.987234,0.974790,1.000000,0.264562,0.909091,0.833333,1.000000,0.264562
AIOPS,f0932edd-6400-3e63-9559-0a9860a1baa9,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.024698,0.974311,0.981603,0.967127,0.041984,0.734848,0.655405,0.836207,0.043096
AIOPS,ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.024895,0.980609,0.990364,0.971045,0.043031,0.689076,0.621212,0.773585,0.046799
AIOPS,05f10d3a-239c-3bef-9bdc-a2feeb0037aa,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.006661,0.977046,0.971230,0.982932,0.040400,0.876494,0.791367,0.982143,0.040400
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.008084,0.965986,0.934211,1.000000,0.416514,0.888889,0.888889,0.888889,0.502647
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.004247,0.880342,0.962617,0.811024,0.059968,0.819672,0.789474,0.852273,0.059968
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.023454,0.940618,0.920930,0.961165,0.250142,0.829787,0.764706,0.906977,0.267040
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.012687,0.752356,0.747270,0.757512,0.074729,0.841584,0.876289,0.809524,0.161492
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,110693,0.008483,0.940208,0.969457,0.912673,0.112932,0.742857,0.792683,0.698925,0.122153
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.027035,0.987158,0.981949,0.992422,0.116583,0.931472,0.915212,0.948320,0.153732
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.023044,0.987438,0.991371,0.983536,0.048686,0.716667,0.623188,0.843137,0.048686
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,8927,0.012434,0.801444,0.668675,1.000000,0.057343,0.444444,1.000000,0.285714,0.226395
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.040889,0.982419,0.977803,0.987079,0.100415,0.841060,0.852349,0.830065,0.129627
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131784,0.000349,1.000000,1.000000,1.000000,0.494820,1.000000,1.000000,1.000000,0.494820
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.022459,0.885921,0.845776,0.930068,0.042189,0.480000,1.000000,0.315789,0.383865
AIOPS,6d1114ae-be04-3c46-b5aa-be1a003a57cd,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005089,0.734815,0.842105,0.651774,0.079204,0.745562,0.750000,0.741176,0.108847
AIOPS,6efa3a07-4544-34a0-b921-a155bd1a05e8,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.035472,0.826556,0.790434,0.866139,0.079117,0.343704,0.316076,0.376623,0.149592
AIOPS,7103fa0f-cac4-314f-addc-866190247439,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131789,0.000516,0.821705,0.868852,0.779412,0.141687,0.723404,0.680000,0.772727,0.141687
AIOPS,847e8ecc-f8d2-3a93-9107-f367a0aab37d,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005297,0.941466,0.919374,0.964646,0.026912,0.795812,0.817204,0.775510,0.040054
AIOPS,8723f0fb-eaef-32e6-b372-6034c9c04b80,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.005431,0.841242,0.802235,0.884236,0.081755,0.690355,0.693878,0.686869,0.111432
AIOPS,9c639a46-34c8-39bc-aaf0-9144b37adfc8,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,110693,0.008935,0.890295,0.930540,0.853387,0.083164,0.635593,0.669643,0.604839,0.092712
AIOPS,a07ac296-de40-3a7c-8df3-91f642cc14d0,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,111364,0.020294,0.828366,0.987745,0.713274,0.119011,0.657277,0.777778,0.569106,0.119011
AIOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,8927,0.014451,0.917355,0.982301,0.860465,0.385986,0.875000,0.875000,0.875000,0.385986
AIOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,12474,0.028700,0.652557,0.885167,0.516760,0.125735,0.777778,0.913043,0.677419,0.191751
AIOPS,adb2fde9-8589-3f5b-a410-5fe14386c7af,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.011323,0.768672,0.624263,1.000000,0.065139,0.854839,0.854839,0.854839,0.125433
AIOPS,ba5f3328-9f3f-3ff5-a683-84437d16d554,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.045484,0.986324,0.997294,0.975592,0.121153,0.891967,0.899441,0.884615,0.121153
AIOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.006945,0.991870,0.983871,1.000000,0.284800,0.933333,0.875000,1.000000,0.284800
AIOPS,c69a50cf-ee03-3bd7-831e-407d36c7ee91,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,149525,0.004708,0.896396,0.950637,0.848011,0.049033,0.826531,0.818182,0.835052,0.054847
AIOPS,da10a69f-d836-3baa-ad40-3e548ecf1fbd,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,107999,0.081880,0.812734,0.890145,0.747710,0.058238,0.585209,0.694656,0.505556,0.115697
AIOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,8783,0.013207,0.983051,0.966667,1.000000,0.251035,0.882353,0.789474,1.000000,0.251035
AIOPS,f0932edd-6400-3e63-9559-0a9860a1baa9,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.024698,0.974010,0.980991,0.967127,0.034996,0.731343,0.644737,0.844828,0.035738
AIOPS,ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,20260706,TShape-zero-plus-pattern-cv,0.05,0.05,131794,0.024895,0.980609,0.990364,0.971045,0.039227,0.694915,0.630769,0.773585,0.045407
NAB,Twitter_volume_AAPL,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7950,0.050063,0.997494,0.995000,1.000000,0.636153,0.833333,0.714286,1.000000,0.636153
NAB,Twitter_volume_AMZN,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7915,0.100063,0.995600,0.991239,1.000000,0.325736,0.740741,0.588235,1.000000,0.325736
NAB,Twitter_volume_CRM,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7950,0.043774,0.994286,0.988636,1.000000,0.581515,0.714286,0.555556,1.000000,0.581515
NAB,Twitter_volume_CVS,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7926,0.081252,0.998450,0.996904,1.000000,0.264706,0.909091,0.833333,1.000000,0.264706
NAB,Twitter_volume_FB,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7916,0.100051,1.000000,1.000000,1.000000,0.847538,1.000000,1.000000,1.000000,0.847538
NAB,Twitter_volume_GOOG,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7920,0.050253,1.000000,1.000000,1.000000,0.798711,1.000000,1.000000,1.000000,0.798711
NAB,Twitter_volume_IBM,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7946,0.100176,1.000000,1.000000,1.000000,0.826777,1.000000,1.000000,1.000000,0.826777
NAB,Twitter_volume_KO,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7925,0.133754,1.000000,1.000000,1.000000,0.291207,1.000000,1.000000,1.000000,0.291207
NAB,Twitter_volume_PFE,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7928,0.050202,1.000000,1.000000,1.000000,0.734125,1.000000,1.000000,1.000000,0.734125
NAB,Twitter_volume_UPS,20260704,TShape-zero-plus-pattern-cv,0.10,0.10,7932,0.040091,1.000000,1.000000,1.000000,0.790043,1.000000,1.000000,1.000000,0.790043
NAB,Twitter_volume_AAPL,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7950,0.050063,0.997494,0.995000,1.000000,0.642777,0.833333,0.714286,1.000000,0.642777
NAB,Twitter_volume_AMZN,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7915,0.100063,0.994975,0.990000,1.000000,0.312452,0.714286,0.555556,1.000000,0.312452
NAB,Twitter_volume_CRM,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7950,0.043774,0.994286,0.988636,1.000000,0.575534,0.714286,0.555556,1.000000,0.575534
NAB,Twitter_volume_CVS,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7926,0.081252,1.000000,1.000000,1.000000,0.264706,1.000000,1.000000,1.000000,0.264706
NAB,Twitter_volume_FB,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7916,0.100051,1.000000,1.000000,1.000000,0.880642,1.000000,1.000000,1.000000,0.880642
NAB,Twitter_volume_GOOG,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7920,0.050253,1.000000,1.000000,1.000000,0.820632,1.000000,1.000000,1.000000,0.820632
NAB,Twitter_volume_IBM,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7946,0.100176,1.000000,1.000000,1.000000,0.826777,1.000000,1.000000,1.000000,0.826777
NAB,Twitter_volume_KO,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7925,0.133754,0.999529,0.999057,1.000000,0.274485,0.952381,0.909091,1.000000,0.274485
NAB,Twitter_volume_PFE,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7928,0.050202,1.000000,1.000000,1.000000,0.734125,1.000000,1.000000,1.000000,0.734125
NAB,Twitter_volume_UPS,20260705,TShape-zero-plus-pattern-cv,0.10,0.10,7932,0.040091,1.000000,1.000000,1.000000,0.784412,1.000000,1.000000,1.000000,0.784412
NAB,Twitter_volume_AAPL,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7950,0.050063,0.997494,0.995000,1.000000,0.627169,0.833333,0.714286,1.000000,0.627169
NAB,Twitter_volume_AMZN,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7915,0.100063,0.994975,0.990000,1.000000,0.313847,0.714286,0.555556,1.000000,0.313847
NAB,Twitter_volume_CRM,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7950,0.043774,0.994286,0.988636,1.000000,0.576464,0.714286,0.555556,1.000000,0.576464
NAB,Twitter_volume_CVS,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7926,0.081252,1.000000,1.000000,1.000000,0.264706,1.000000,1.000000,1.000000,0.264706
NAB,Twitter_volume_FB,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7916,0.100051,1.000000,1.000000,1.000000,0.865765,1.000000,1.000000,1.000000,0.865765
NAB,Twitter_volume_GOOG,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7920,0.050253,1.000000,1.000000,1.000000,0.814410,1.000000,1.000000,1.000000,0.814410
NAB,Twitter_volume_IBM,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7946,0.100176,1.000000,1.000000,1.000000,0.826777,1.000000,1.000000,1.000000,0.826777
NAB,Twitter_volume_KO,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7925,0.133754,0.999529,0.999057,1.000000,0.275557,0.952381,0.909091,1.000000,0.275557
NAB,Twitter_volume_PFE,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7928,0.050202,1.000000,1.000000,1.000000,0.734125,1.000000,1.000000,1.000000,0.734125
NAB,Twitter_volume_UPS,20260706,TShape-zero-plus-pattern-cv,0.10,0.10,7932,0.040091,1.000000,1.000000,1.000000,0.789486,1.000000,1.000000,1.000000,0.789486
TODS,0,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.052210,0.569343,0.459906,0.747126,0.081089,0.555387,0.444175,0.740891,0.081089
TODS,01,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.052210,0.600281,0.473451,0.819923,0.072094,0.588064,0.459091,0.817814,0.072094
TODS,012,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.040808,0.653226,0.554795,0.794118,0.087305,0.581907,0.477912,0.743750,0.087305
TODS,0123,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.067614,0.832675,0.750594,0.934911,0.046757,0.601881,0.477612,0.813559,0.046757
TODS,01234,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.053611,0.784566,0.689266,0.910448,0.055195,0.634483,0.502732,0.859813,0.083441
TODS,1,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.052210,0.626087,0.503497,0.827586,0.082415,0.617284,0.498753,0.809717,0.089745
TODS,12,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.045009,0.734774,0.658451,0.831111,0.095092,0.620896,0.517413,0.776119,0.095092
TODS,123,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.085817,0.787476,0.664000,0.967366,0.070856,0.612245,0.500000,0.789474,0.095740
TODS,1234,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.064613,0.871795,0.772727,1.000000,0.058403,0.645503,0.512605,0.871429,0.114221
TODS,2,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.050210,0.940075,0.886926,1.000000,0.100285,0.750000,0.600000,1.000000,0.100285
TODS,23,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.102020,0.963391,0.946970,0.980392,0.098850,0.717949,0.636364,0.823529,0.124407
TODS,234,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.082016,0.666667,0.954545,0.512195,0.147450,0.787879,0.722222,0.866667,0.147450
TODS,3,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.080016,0.666667,1.000000,0.500000,0.687397,0.800000,1.000000,0.666667,0.687397
TODS,34,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.078016,0.978670,0.958231,1.000000,0.491583,0.846154,0.846154,0.846154,0.588809
TODS,4,20260704,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.050210,0.906015,0.857651,0.960159,0.411262,0.730435,0.626866,0.875000,0.445722
TODS,0,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.052210,0.571429,0.458333,0.758621,0.068063,0.557721,0.442857,0.753036,0.068063
TODS,01,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.052210,0.597997,0.477169,0.800766,0.066591,0.585438,0.462441,0.797571,0.066591
TODS,012,20260705,TShape-zero-plus-pattern-cv,0.05,0.05,4999,0.040808,0.651822,0.555172,0.789216,0.080549,0.579853,0.477733,0.737500,0.080549
